Education,Has_Partner,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Spending_Ratio,Children_Home,Customer_Tenure_Days
Graduation,0,37244,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,59,55,0.0014767479325528943,2,428
Graduation,1,82427,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,48,1456,0.017664114913802518,0,109
2n Cycle,0,75342,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,56,563,0.007472591648748374,1,419
Graduation,0,70044,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,60,1504,0.02147221746330878,1,496
Graduation,0,79146,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,564,0.007126070805852475,2,66
Graduation,1,77437,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,51,1125,0.014527938840605912,0,215
Graduation,1,54984,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,55,358,0.0065109850138222024,1,36
PhD,1,42403,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,43,42,0.0009904959554748484,1,200
Graduation,1,55761,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,50,184,0.0032997973494019116,1,66
Graduation,1,37292,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,31,460,0.0123350852729808,1,437
PhD,0,45576,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,69,145,0.0031814990345796035,0,32
Graduation,1,70321,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,67,1376,0.019567412295047,0,529
PhD,0,58086,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,45,792,0.013634955066625348,1,525
Graduation,1,81795,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,62,1382,0.016895898282291093,0,611
Basic,1,28389,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,67,28,0.0009862975095987882,0,586
Master,1,66835,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,1033,0.015455973666492108,0,274
Graduation,0,69901,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,45,882,0.012617845238265547,1,396
PhD,1,80360,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,65,2231,0.02776256844201095,0,483
PhD,1,63342,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,53,1101,0.017381831959837075,1,621
Graduation,1,44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,369,0.008202004934539554,1,655
2n Cycle,0,31859,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,34,48,0.0015066386264477856,1,122
PhD,0,51569,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,65,467,0.009055828113789292,1,502
Graduation,0,30372,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,44,0.0014487027525352297,2,551
Basic,0,16014,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,35,38,0.0023729236917697017,2,469
Graduation,1,41120,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,46,81,0.0019698443579766536,2,235
Master,0,39763,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,43,167,0.00419988431456379,1,329
PhD,1,38725,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,59,45,0.0011620400258231117,2,50
Graduation,1,77981,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,42,664,0.008514894653825931,1,399
2n Cycle,1,62905,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,50,622,0.009887926237977903,1,292
2n Cycle,0,13533,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,35,48,0.0035468853912657946,1,476
Graduation,1,59481,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,39,461,0.007750374069030446,1,249
Graduation,1,72117,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,37,1073,0.014878600052692153,1,313
2n Cycle,1,21955,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,28,55,0.002505124117513095,1,295
Graduation,1,67131,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,58,976,0.014538737691975391,1,460
PhD,0,36802,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,34,20,0.0005434487256127384,1,13
Graduation,1,71853,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,1149,0.015990981587407624,0,417
Basic,1,28249,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,43,0.0015221777762044674,0,14
Master,1,47808,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,39,224,0.004685408299866131,1,252
PhD,0,25509,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,101,0.00395938688306088,1,649
PhD,1,51012,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,209,0.00409707519799263,0,437
Graduation,0,70596,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,29,968,0.01371182503257975,0,632
PhD,1,85431,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,62,1165,0.013636736079409113,0,386
Graduation,1,42664,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,47,24,0.000562535158447403,1,103
Graduation,1,42586,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,252,0.005917437655567557,2,608
Graduation,0,29760,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,165,0.005544354838709678,1,669
PhD,1,28973,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,37,269,0.009284506264453112,0,624
PhD,1,39435,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,41,102,0.002586534804108026,1,327
2n Cycle,1,65370,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,30,461,0.007052164601499158,0,332
Basic,0,20194,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,35,47,0.002327423987322967,1,559
PhD,0,42473,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,38,144,0.0033903891884255882,2,132
Graduation,1,64590,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,46,1338,0.020715281003251276,0,623
Graduation,1,71232,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,55,917,0.012873427672955975,1,213
Graduation,1,34600,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,43,318,0.009190751445086706,2,544
Graduation,0,46904,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,47,253,0.0053939962476547846,2,603
Graduation,1,49094,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,41,502,0.01022528211186703,1,646
Graduation,1,36075,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,31,119,0.0032986832986832988,1,202
2n Cycle,1,60839,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,35,1250,0.02054603132858857,2,670
Graduation,1,77298,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,35,969,0.012535900023286502,1,239
Graduation,1,34026,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,76,0.002233586081231999,2,328
PhD,0,48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,62,0.0012674271229404308,2,78
2n Cycle,1,82122,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,52,1382,0.01682862083242006,0,318
Graduation,0,37697,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,38,84,0.0022282940287025495,1,142
Graduation,1,34074,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,62,255,0.007483711921112872,2,351
Master,1,28520,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,43,0.0015077138849929875,2,380
Graduation,0,62535,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,59,398,0.006364435915887103,1,269
Master,0,36273,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,37,76,0.002095222341686654,1,74
Graduation,1,63404,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,50,902,0.014226231783483692,2,23
2n Cycle,1,75774,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,33,823,0.010861245282022857,1,58
Graduation,1,78416,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,38,1179,0.015035196898592123,1,2
Graduation,1,75702,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,40,1921,0.025375815698396344,1,623
Master,1,59385,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,63,185,0.003115264797507788,2,427
Graduation,0,37070,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,433,0.011680604262206636,2,466
Graduation,1,44689,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,63,34,0.0007608136230392267,2,170
Graduation,1,53977,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,56,907,0.016803453322711524,1,386
PhD,0,7144,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,48,416,0.05823068309070549,2,204
Graduation,0,18701,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,44,0.002352815357467515,2,390
Graduation,1,90369,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,58,1588,0.017572397614226118,0,62
PhD,0,63159,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,40,1797,0.028452002089963426,0,601
Graduation,1,37758,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,40,0.001059378145028868,2,633
PhD,0,46757,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,51,1143,0.024445537566567574,1,590
Master,1,79734,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,45,914,0.01146311485689919,0,1
Graduation,1,63207,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,22,1502,0.023763190785830682,0,525
Graduation,0,72071,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,60,1338,0.01856502615476405,1,500
PhD,1,21840,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,31,27,0.0012362637362637362,1,343
2n Cycle,1,58582,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,32,763,0.013024478508756956,1,274
Graduation,0,72282,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,63,1331,0.01841398965164218,0,345
Graduation,1,50387,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,58,525,0.010419354198503582,2,302
PhD,1,32583,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,9,0.0002762176595156984,2,14
Graduation,1,62568,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,52,953,0.015231428206111751,1,83
Master,0,44635,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,43,68,0.0015234681303909487,2,261
Master,0,33316,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,43,131,0.003932044663224877,2,268
Graduation,1,63967,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,46,882,0.013788359622930573,1,324
2n Cycle,1,52513,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,36,1149,0.02188029630758098,0,663
Graduation,1,25293,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,45,37,0.0014628553354683114,1,287
PhD,0,54111,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,49,388,0.007170445935207259,1,308
Graduation,1,78394,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,28,1428,0.018215679771411076,0,499
Master,1,80739,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,56,1633,0.020225665415722266,0,402
Master,1,22669,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,39,173,0.0076315673386563145,1,403
Graduation,0,29236,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,27,99,0.003386236147215761,1,264
Graduation,1,44911,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,55,215,0.004787245886308477,1,471
PhD,1,54693,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,52,929,0.016985720293273363,1,497
Graduation,1,48186,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,40,219,0.004544888556842236,1,101
Graduation,1,54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,37,174,0.0031746610958054335,2,291
Graduation,1,41580,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,36,92,0.0022126022126022125,2,566
PhD,1,80336,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,44,1052,0.013095000995817566,0,293
Graduation,1,47743,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,57,275,0.005760006702553254,1,464
2n Cycle,1,62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,59,587,0.00932160325223909,1,695
PhD,0,57333,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,60,1662,0.02898854063105018,1,645
PhD,1,32313,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,32,159,0.004920620183826943,1,503
Master,0,84953,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,61,1024,0.012053723823761374,0,391
Master,0,27071,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,46,35,0.0012928964574637066,1,67
Master,1,68148,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,57,1042,0.015290250630979633,0,302
Master,1,65735,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,49,395,0.006008975431657413,2,204
PhD,1,86836,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,39,557,0.006414390345018195,0,655
PhD,1,4023,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,51,9,0.0022371364653243847,2,6
Graduation,1,30093,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,24,69,0.0022928920346924533,0,356
PhD,1,57705,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,48,486,0.00842214712763192,1,169
Graduation,0,25008,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,26,34,0.0013595649392194498,1,147
2n Cycle,0,83257,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,19,1365,0.016395017836338087,0,649
Graduation,1,22280,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,39,13,0.0005834829443447037,1,406
PhD,1,72159,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,36,1401,0.01941545753128508,0,608
Graduation,1,64260,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,53,1574,0.024494242141300963,0,534
PhD,0,82733,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,30,1323,0.015991200609188596,0,292
Master,0,74290,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,43,1217,0.01638174720689191,1,321
Master,0,58217,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,63,103,0.0017692426610783792,3,589
Master,1,21024,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,38,84,0.003995433789954338,0,360
PhD,1,70116,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,42,1536,0.02190655485195961,0,519
Graduation,1,54006,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,29,581,0.010758063918823835,1,649
PhD,1,69063,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,48,928,0.013437006790901061,1,599
2n Cycle,0,11448,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,39,14,0.001222921034241789,0,196
Graduation,0,61825,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,35,424,0.006858067124949454,1,326
Graduation,1,70886,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,43,960,0.013542871653076771,1,258
Graduation,1,69109,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,32,1555,0.022500687320030677,0,597
Graduation,0,60208,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,41,656,0.01089556205155461,2,630
Master,1,32889,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,46,55,0.0016722916476633524,2,296
Graduation,0,34738,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,30,20,0.0005757383844780931,1,49
Master,1,30538,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,43,367,0.012017813871242386,1,636
2n Cycle,1,82326,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,37,2257,0.027415397322838472,0,111
PhD,0,26642,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,47,42,0.0015764582238570678,1,120
Graduation,0,69932,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,50,1049,0.015000285992106618,1,382
Graduation,0,44503,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,42,48,0.001078578972204121,2,74
PhD,0,60200,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,66,685,0.011378737541528239,1,543
Graduation,0,49638,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,62,39,0.0007856883838994319,1,71
2n Cycle,0,23830,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,27,43,0.00180444817456987,0,142
Master,0,33051,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,55,835,0.025263985961090436,0,682
Graduation,1,72905,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,56,1515,0.020780467731979974,0,159
PhD,1,69702,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,63,1039,0.014906315457232217,1,495
Graduation,0,70300,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,39,1596,0.022702702702702703,1,349
PhD,1,70643,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,30,1828,0.02587659074501366,0,622
PhD,1,30396,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,45,34,0.0011185682326621924,1,60
PhD,0,50616,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,46,149,0.0029437332068911015,1,72
Master,0,62772,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,45,946,0.01507041356018607,1,406
PhD,0,30298,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,29,28,0.0009241534094659714,0,41
Graduation,0,52413,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,30,450,0.008585656230324538,1,603
PhD,1,44155,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,57,46,0.0010417846223530745,2,161
PhD,0,86979,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,43,1702,0.019567941687073893,0,234
Graduation,1,76532,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,39,820,0.010714472377567553,2,293
Graduation,1,42081,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,32,382,0.009077731042513248,1,488
PhD,1,67546,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,2126,0.03147484677108933,0,667
Master,1,88420,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,25,2069,0.023399683329563447,0,58
Graduation,1,31158,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,29,72,0.002310803004043905,1,518
Graduation,0,61671,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,46,732,0.011869436201780416,1,26
Graduation,0,69719,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,40,801,0.011488977179821856,0,34
Graduation,0,49160,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,65,236,0.004800650935720098,1,252
Basic,1,24882,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,36,80,0.0032151756289687324,1,658
PhD,0,90933,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,60,1685,0.018530126576710326,0,90
PhD,0,113734,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,69,277,0.0024355074120315824,0,32
PhD,1,59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,64,507,0.00855090062740336,1,381
PhD,1,45759,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,50,68,0.0014860464608055246,2,491
Graduation,0,22148,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,31,49,0.0022123893805309734,0,77
Master,1,73395,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,27,397,0.005409087812521289,0,103
Graduation,0,29819,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,43,39,0.001307890942016835,1,248
Graduation,1,45688,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,46,306,0.0066976011206443704,1,155
Graduation,1,62820,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,60,976,0.015536453358802929,0,414
PhD,1,60491,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,43,1028,0.016994263609462566,1,296
Graduation,1,33235,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,28,70,0.0021062133293214985,1,144
Graduation,1,35701,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,55,46,0.0012884793143049214,0,467
Master,1,31535,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,34,51,0.0016172506738544475,1,276
2n Cycle,1,92556,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,54,1263,0.013645792817321405,0,70
Graduation,0,67384,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,44,1490,0.022112074082868336,1,596
Master,1,80573,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,43,1564,0.01941096893500304,0,623
Graduation,1,77870,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,47,1815,0.023308077565172725,1,676
PhD,0,52278,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,51,1198,0.02291594934771797,1,520
Graduation,0,57107,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,46,416,0.007284571068345387,1,674
Graduation,1,18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,85,0.004490464366844524,0,498
PhD,0,36038,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,33,47,0.0013041789222487375,1,394
Graduation,0,20180,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,38,137,0.006788899900891972,0,494
PhD,1,34230,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,49,21,0.0006134969325153375,2,550
2n Cycle,0,31878,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,37,70,0.0021958717610891525,1,7
2n Cycle,1,70932,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,42,909,0.012815090509220098,1,161
Graduation,0,91249,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,58,1676,0.018367324573419982,0,617
Master,0,77598,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,71,1735,0.022358823681022707,0,271
Graduation,0,80982,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,55,1191,0.014706971919685856,2,537
Master,1,22701,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,37,24,0.0010572221488040175,1,297
PhD,1,55212,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,1182,0.021408389480547706,1,583
Graduation,1,70617,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,44,1280,0.01812594700992679,0,371
Graduation,0,64849,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,57,1336,0.020601705500470323,0,593
Master,1,62694,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,49,749,0.011946916770344849,2,377
PhD,1,61917,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,40,91,0.0014697094497472423,2,221
PhD,1,67472,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,67,414,0.0061358785866729906,1,274
Master,1,21059,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,32,44,0.0020893679661902276,1,173
Master,1,29543,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,46,63,0.0021324848525877535,2,89
Graduation,1,75903,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,63,901,0.01187041355414147,1,447
2n Cycle,1,34984,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,39,38,0.0010862108392407958,2,661
PhD,0,54998,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,58,455,0.008273028110113096,1,476
PhD,0,54356,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,65,775,0.014257855618514975,1,587
Master,1,34242,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,55,15,0.0004380585246188891,1,98
Graduation,1,25410,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,41,38,0.0014954742227469501,1,302
PhD,1,73356,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,30,1512,0.02061181089481433,0,143
Graduation,1,28320,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,64,43,0.001518361581920904,1,531
Graduation,0,23763,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,37,42,0.001767453604342886,1,691
